,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,valence,music_genre
2131,29.0,0.05,0.564,402467.0,0.95,0.0928,B,0.124,-5.99,minor,0.129,103.999,0.228,electronic
41003,30.0,0.933,0.449,311760.0,0.203,0.899,G,0.0719,-17.675,major,0.0344,137.966,0.551,classical
24152,45.0,0.0574,0.52,213762.0,0.888,0.0,C,0.114,-5.188,major,0.0839,150.08700000000002,0.537,country
38602,58.0,0.0507,0.523,189747.0,0.722,0.0,G,0.0884,-6.205,major,0.0544,160.066,0.501,rock
30618,24.0,0.857,0.473,244533.0,0.0622,0.0,D#,0.118,-17.729,major,0.0364,87.796,0.225,blues
24076,48.0,0.00223,0.614,177893.0,0.8320000000000001,0.0,D,0.367,-5.527,major,0.043,105.063,0.3779999999999999,country
47832,59.0,0.0657,0.6609999999999999,149589.0,0.56,0.0,F#,0.102,-10.550999999999998,major,0.213,119.95296059529068,0.395,hip-hop
356,42.0,0.5579999999999999,0.835,233447.0,0.58,0.000752,G#,0.115,-8.892000000000001,minor,0.1889999999999999,100.007,0.841,electronic
38412,69.0,0.122,0.541,316467.0,0.677,0.0191,E,0.0938,-10.764,major,0.0373,101.1,0.555,rock
18549,44.0,0.857,0.789,192000.0,0.617,0.0248,C#,0.111,-6.007000000000001,major,0.0934,90.082,0.5,alternative
24936,43.0,0.315,0.6459999999999999,167000.0,0.499,0.0009019999999999,G,0.168,-11.247,major,0.026,105.842,0.75,country
41896,4.0,0.957,0.217,376667.0,0.00968,0.885,D,0.0665,-36.888000000000005,major,0.0434,119.95296059529068,0.131,classical
22925,35.0,0.407,0.6890000000000001,-1.0,0.451,3.16e-05,A,0.353,-9.614,major,0.0279,76.99,0.6409999999999999,country
38536,59.0,0.0199,0.434,232813.0,0.868,0.0,A,0.162,-3.503,major,0.0366,162.969,0.366,rock
22627,44.0,0.141,0.537,214560.0,0.6,0.0,A,0.36,-6.675,major,0.0279999999999999,172.541,0.774,country
11686,60.0,0.941,0.4379999999999999,141133.0,0.0075599999999999,0.00643,C,0.109,-26.44,minor,0.0382,133.32,0.2769999999999999,jazz
49157,51.0,0.237,0.888,135361.0,0.415,0.0,A#,0.1159999999999999,-7.843999999999999,major,0.115,130.016,0.347,hip-hop
14861,46.0,9.37e-05,0.414,322549.0,0.898,0.578,G,0.418,-5.651,major,0.0535,113.986,0.217,jazz
23658,65.0,0.6459999999999999,0.623,204200.0,0.59,0.0,E,0.295,-5.013999999999999,major,0.0279999999999999,137.071,0.579,country
13513,37.0,0.8270000000000001,0.754,235267.0,0.304,0.647,D,0.0943,-20.6,minor,0.0633,94.032,0.7979999999999999,jazz
14530,39.0,0.0871,0.588,401320.0,0.7120000000000001,0.752,G#,0.0817,-7.244,major,0.0643,176.002,0.55,jazz
9260,16.0,0.0077,0.309,179227.0,0.968,0.0013599999999999,G,0.319,-1.492,major,0.24,189.972,0.246,anime
48999,57.0,0.0159,0.581,124291.0,0.755,0.597,A,0.6809999999999999,-7.515,major,0.0276,84.97200000000001,0.332,hip-hop
35553,67.0,0.0019399999999999,0.695,247667.0,0.993,0.00217,C,0.0877,-3.102,major,0.0614,107.933,0.28,rock
41903,28.0,0.995,0.376,411227.0,0.012,0.909,D#,0.0854,-34.085,major,0.0422,110.303,0.2,classical
35213,60.0,0.703,0.368,212667.0,0.4029999999999999,7.66e-06,A#,0.2019999999999999,-12.699000000000002,major,0.0288,135.384,0.3379999999999999,rock
35968,69.0,0.0857,0.6409999999999999,199453.0,0.894,0.009,G#,0.157,-7.41,major,0.0273,109.823,0.972,rock
47792,70.0,0.268,0.7090000000000001,219437.0,0.264,0.0,C#,0.24,-17.695999999999998,minor,0.186,133.858,0.341,hip-hop
19589,46.0,0.00118,0.628,182000.0,0.974,0.0,B,0.061,-2.63,minor,0.0492,104.983,0.301,alternative
12378,58.0,0.8640000000000001,0.732,218240.0,0.276,5.05e-06,C#,0.096,-12.828,major,0.0427,139.821,0.6679999999999999,jazz
23477,49.0,0.0351,0.644,236200.0,0.85,0.0,B,0.3779999999999999,-4.682,minor,0.204,130.142,0.308,country
29300,62.0,0.00214,0.479,314440.0,0.588,0.7090000000000001,D,0.319,-10.773,major,0.0339,177.014,0.305,rap
3712,38.0,0.125,0.802,428500.0,0.497,0.847,A#,0.348,-15.477,minor,0.0647,120.019,0.07,electronic
38687,64.0,0.00165,0.519,239333.0,0.78,2.14e-05,D,0.156,-4.939,major,0.0356,145.125,0.166,rock
19957,54.0,0.000439,0.32,215498.0,0.947,0.00945,D,0.113,-6.957999999999999,major,0.3339999999999999,164.86700000000002,0.0753,alternative
21488,50.0,0.0811,0.5589999999999999,212626.0,0.8370000000000001,1.62e-06,C#,0.357,-5.292999999999999,major,0.0567,156.984,0.589,country
3847,44.0,0.0169,0.715,217600.0,0.932,0.49,C#,0.0798,-7.002000000000001,minor,0.092,150.029,0.6709999999999999,electronic
249,26.0,6.459999999999998e-05,0.802,491901.0,0.747,0.8809999999999999,B,0.0754,-8.174,major,0.0496,120.981,0.208,electronic
30707,34.0,0.544,0.691,-1.0,0.486,0.0,C,0.3779999999999999,-10.921,major,0.0454,126.459,0.8859999999999999,blues
48995,52.0,0.282,0.6970000000000001,198107.0,0.4579999999999999,0.574,E,0.111,-8.092,minor,0.282,90.008,0.483,hip-hop
33106,37.0,0.124,0.601,171013.0,0.6829999999999999,0.0,C,0.2239999999999999,-11.662,major,0.0399,127.009,0.931,blues
48953,64.0,0.000633,0.725,214067.0,0.737,0.00417,E,0.109,-7.452999999999999,major,0.324,77.161,0.2189999999999999,hip-hop
42175,0.0,0.965,0.494,365200.0,0.185,0.955,C,0.0583,-18.148,major,0.0461,117.663,0.602,classical
26517,67.0,0.00621,0.813,171413.0,0.872,0.0,A,0.0498,-5.224,major,0.107,119.95296059529068,0.736,rap
45171,54.0,0.0526,0.698,315360.0,0.6940000000000001,4.73e-06,A,0.314,-4.88,major,0.198,154.845,0.615,hip-hop
27299,62.0,0.346,0.6409999999999999,286680.0,0.539,7.04e-06,F,0.0837,-6.351,minor,0.0463,148.004,0.436,rap
6889,30.0,0.0518,0.5479999999999999,313213.0,0.7170000000000001,0.000156,C#,0.1889999999999999,-4.671,minor,0.027,98.006,0.326,anime
9236,37.0,0.068,0.711,176080.0,0.872,0.0,E,0.0316,-2.441,minor,0.052,134.983,0.893,anime
33928,51.0,0.00589,0.6709999999999999,209800.0,0.6709999999999999,0.0067599999999999,A#,0.2769999999999999,-11.894,major,0.0558,131.329,0.7070000000000001,blues
29670,64.0,0.434,0.532,235776.0,0.608,0.0,A#,0.379,-8.227,minor,0.358,82.86200000000001,0.502,rap
42224,0.0,0.96,0.222,220227.0,0.0359,0.0,D,0.131,-30.629,minor,0.0417,83.19,0.0678,classical
13713,43.0,0.532,0.406,480533.0,0.85,0.000234,A,0.8759999999999999,-6.428,minor,0.0671,102.198,0.51,jazz
33231,36.0,0.0277,0.283,315307.0,0.875,0.00376,A,0.868,-10.794,major,0.108,168.30900000000003,0.562,blues
23838,40.0,0.514,0.451,325120.0,0.598,8.109999999999999e-05,G#,0.206,-4.618,major,0.0364,134.933,0.16,country
9417,30.0,0.982,0.186,88190.0,0.246,0.968,B,0.122,-20.788,minor,0.0363,86.03,0.0344,anime
17532,65.0,0.1689999999999999,0.645,208107.0,0.941,0.0,E,0.251,-3.425,minor,0.0448,106.015,0.8809999999999999,alternative
45555,49.0,0.099,0.823,159232.0,0.6509999999999999,0.0,C#,0.121,-5.313,major,0.483,179.98,0.123,hip-hop
46375,77.0,0.00207,0.836,213358.0,0.579,0.0,A,0.11,-6.164,major,0.243,85.486,0.431,hip-hop
40207,24.0,0.972,0.492,364000.0,0.108,0.957,G,0.0989,-20.86,major,0.0475,132.877,0.362,classical
41406,42.0,0.000125,0.252,427320.0,0.903,0.497,C,0.133,-6.297000000000001,minor,0.0972,193.915,0.182,classical
48069,63.0,0.246,0.924,204347.0,0.782,0.0,A#,0.0659,-4.55,minor,0.0816,95.01,0.745,hip-hop
32197,19.0,0.067,0.7559999999999999,261333.0,0.72,1.18e-05,C,0.21,-11.097,major,0.0417,119.95296059529068,0.93,blues
6446,32.0,0.00196,0.495,252413.0,0.944,4.09e-05,G,0.109,-2.068,major,0.0589,159.836,0.754,anime
2149,46.0,0.532,0.56,407987.0,0.305,0.00775,F,0.665,-9.369,major,0.0278,139.953,0.0393,electronic
35711,59.0,0.196,0.616,240600.0,0.7609999999999999,0.0025,D#,0.374,-9.199,major,0.126,145.07399999999998,0.708,rock
48394,50.0,0.341,0.79,168814.0,0.606,9.3e-05,F,0.0697,-5.457000000000001,minor,0.0501,117.963,0.514,hip-hop
49305,60.0,0.289,0.6890000000000001,182720.0,0.8320000000000001,0.0,F,0.0749,-5.149,minor,0.0745,119.95296059529068,0.657,hip-hop
21830,47.0,0.123,0.581,232627.0,0.4629999999999999,0.000591,F#,0.0775,-7.93,major,0.0243,82.555,0.266,country
42495,31.0,0.981,0.389,489373.0,0.242,0.72,A,0.0985,-15.298,major,0.038,131.87,0.413,classical
24237,55.0,0.135,0.6829999999999999,193115.0,0.6759999999999999,0.0,A,0.126,-7.26,minor,0.0588,96.044,0.643,country
30087,37.0,0.977,0.4529999999999999,190267.0,0.161,0.000138,G#,0.1,-9.429,major,0.0318,70.594,0.159,blues
27270,77.0,0.0921,0.72,229360.0,0.802,0.0,C#,0.6940000000000001,-5.797000000000001,major,0.0582,124.043,0.723,rap
15892,47.0,0.187,0.897,223133.0,0.466,1.35e-06,A#,0.0757,-9.053,minor,0.203,100.01,0.884,alternative
25317,50.0,0.0905,0.58,283280.0,0.6659999999999999,0.0,D#,0.178,-6.664,minor,0.0337,132.997,0.222,rap
21238,39.0,0.00921,0.591,232273.0,0.693,0.0,E,0.102,-3.374,major,0.0287,135.82299999999998,0.525,country
3314,29.0,0.1169999999999999,0.747,260180.0,0.649,0.0515,G,0.0926,-7.796,minor,0.0433,120.087,0.38,electronic
44840,32.0,4.81e-06,0.3879999999999999,284467.0,0.975,0.8909999999999999,A,0.285,-3.395,minor,0.1009999999999999,154.996,0.203,classical
23081,45.0,0.067,0.413,250693.0,0.593,0.000695,A,0.346,-3.092,major,0.0285,74.906,0.44,country
15277,54.0,0.0562,0.517,258601.0,0.698,4.39e-06,E,0.0683,-9.258,minor,0.0407,129.97299999999998,0.131,alternative
47871,76.0,0.104,0.7959999999999999,233880.0,0.3379999999999999,1.12e-06,F,0.165,-9.754,minor,0.315,166.0,0.474,hip-hop
49633,62.0,0.0545,0.631,278800.0,0.7909999999999999,0.0,C#,0.226,-5.776,major,0.2269999999999999,133.672,0.123,hip-hop
8727,32.0,0.09,0.483,200400.0,0.995,0.000277,D,0.373,1.893,major,0.297,149.97799999999998,0.3779999999999999,anime
11335,36.0,0.196,0.75,267307.0,0.504,0.1669999999999999,A,0.0507,-8.999,minor,0.0374,100.014,0.826,jazz
32949,37.0,0.0414,0.629,257773.0,0.974,2.91e-06,F#,0.662,-1.336,major,0.123,117.826,0.3379999999999999,blues
12464,42.0,0.0364,0.419,206800.0,0.518,0.145,D,0.0923,-10.885,major,0.254,141.963,0.375,jazz
17745,55.0,0.7440000000000001,0.336,277267.0,0.345,6.01e-06,F,0.182,-6.456,minor,0.0289999999999999,119.95296059529068,0.0756,alternative
13686,54.0,0.6709999999999999,0.599,141750.0,0.4,0.95,B,0.11,-9.726,minor,0.0698,81.325,0.412,jazz
8030,27.0,0.986,0.677,236706.0,0.0493,0.937,C,0.11,-21.886,major,0.0539,116.607,0.372,anime
24109,49.0,0.356,0.664,243320.0,0.347,8.58e-05,G,0.0997,-9.449,major,0.0296,119.132,0.2689999999999999,country
38162,67.0,0.2019999999999999,0.762,239227.0,0.745,3.05e-05,F,0.042,-7.426,major,0.0442,143.965,0.804,rock
14782,59.0,0.919,0.48,445240.0,0.0685,0.00513,D,0.0766,-17.1,major,0.0345,102.546,0.142,jazz
4837,29.0,0.2689999999999999,0.349,226813.0,0.539,0.422,G,0.123,-7.749,major,0.0306,95.034,0.0384,electronic
7407,28.0,0.45,0.26,233093.0,0.4579999999999999,0.7490000000000001,C,0.166,-8.999,major,0.032,119.95296059529068,0.3989999999999999,anime
23032,46.0,0.191,0.203,234011.0,0.505,0.000296,C,0.217,-6.631,major,0.033,207.535,0.411,country
41028,29.0,0.98,0.313,1157000.0,0.1169999999999999,0.917,G,0.0445,-21.584,major,0.0372,119.95296059529068,0.0549,classical
18715,63.0,0.0969999999999999,0.8140000000000001,161400.0,0.481,3.83e-05,C,0.0495,-5.183,major,0.245,96.252,0.193,alternative
21922,61.0,0.00314,0.5429999999999999,210920.0,0.836,0.0,G,0.0737,-5.42,major,0.0452,119.95296059529068,0.75,country
4641,47.0,0.0013599999999999,0.778,166400.0,0.992,0.677,C#,0.148,-1.204,major,0.294,75.015,0.539,electronic
26577,53.0,0.0794,0.7340000000000001,225399.0,0.664,2.12e-06,A,0.158,-5.693,major,0.242,156.04,0.478,rap
25573,54.0,0.108,0.887,87273.0,0.372,3.69e-05,C#,0.1369999999999999,-10.552,major,0.488,82.51799999999999,0.487,rap
22199,40.0,0.91,0.412,198107.0,0.0769,0.00144,A,0.113,-20.142,major,0.032,171.168,0.518,country
20499,37.0,0.0846,0.33,258440.0,0.613,0.0,G#,0.123,-6.601,major,0.0297,82.75,0.411,country
49245,60.0,0.052,0.85,240000.0,0.273,2.22e-06,G,0.104,-11.567,minor,0.278,116.894,0.5720000000000001,hip-hop
39075,56.0,0.795,0.4039999999999999,239613.0,0.208,0.0652,C,0.104,-10.78,major,0.0417,119.632,0.146,rock
40067,34.0,0.809,0.187,254813.0,0.2189999999999999,0.8420000000000001,A#,0.119,-17.044,major,0.0358,139.423,0.0379,classical
25922,77.0,0.67,0.544,184516.0,0.552,4.57e-05,A,0.415,-7.45,major,0.0991,159.738,0.5539999999999999,rap
31356,35.0,0.8690000000000001,0.596,168360.0,0.3989999999999999,0.00011,D#,0.0883,-8.325,major,0.0316,111.145,0.851,blues
31411,25.0,0.0115,0.521,216013.0,0.6779999999999999,6.77e-06,G,0.183,-6.678,major,0.0359,128.207,0.419,blues
5177,36.0,0.0862,0.603,216500.0,0.977,0.0,A#,0.226,-1.802,minor,0.353,180.114,0.614,anime
47057,61.0,0.2019999999999999,0.883,158138.0,0.384,0.0,C,0.138,-10.163,major,0.348,75.02,0.425,hip-hop
32857,46.0,0.265,0.374,227267.0,0.879,3.44e-06,D,0.0719,-9.765,major,0.0397,135.78799999999998,0.7509999999999999,blues
32457,40.0,0.0735,0.732,181307.0,0.5920000000000001,0.0114,G,0.0744,-6.473,major,0.0868,88.354,0.768,blues
38782,69.0,0.0213,0.588,-1.0,0.494,7.2e-05,A#,0.0966,-8.831,minor,0.0536,135.004,0.291,rock
2266,30.0,0.684,0.594,301093.0,0.26,0.909,C#,0.187,-16.032,minor,0.0306,78.559,0.298,electronic
882,37.0,0.0033399999999999,0.708,210020.0,0.94,0.359,C#,0.366,-2.131,major,0.0782,128.009,0.5720000000000001,electronic
22796,37.0,0.0159,0.519,196467.0,0.939,0.0218,C#,0.125,-4.421,major,0.0436,98.98,0.615,country
10773,38.0,0.8640000000000001,0.508,199440.0,0.192,0.0,C,0.0497,-10.291,minor,0.052,76.777,0.251,jazz
19945,43.0,0.128,0.687,227029.0,0.688,0.0,B,0.588,-5.306,major,0.314,155.779,0.474,alternative
35684,58.0,0.0135,0.625,222335.0,0.643,0.0154,A#,0.111,-6.086,minor,0.0334,92.018,0.46,rock
44417,32.0,0.879,0.42,463893.0,0.408,0.83,C,0.0829,-12.737,minor,0.0492,94.933,0.1989999999999999,classical
39415,57.0,0.242,0.562,181827.0,0.7979999999999999,0.0,B,0.1119999999999999,-3.873,major,0.0311,143.97899999999998,0.579,rock
5870,15.0,0.972,0.609,257684.0,0.126,0.544,E,0.111,-15.231,minor,0.0309,95.0,0.214,anime
20857,41.0,0.0521,0.593,172347.0,0.667,0.0,D#,0.0851,-5.066,major,0.0297,127.991,0.291,country
42330,3.0,0.995,0.524,378240.0,0.0119,0.906,C#,0.0757,-27.285,major,0.0939,115.404,0.0593,classical
10433,44.0,0.0301,0.485,353667.0,0.727,0.758,B,0.163,-7.257000000000001,minor,0.0462,87.34899999999999,0.391,jazz
36908,69.0,0.0272,0.4639999999999999,273600.0,0.655,1.34e-06,G,0.3279999999999999,-9.058,minor,0.0608,169.515,0.531,rock
35656,61.0,0.0349,0.797,-1.0,0.8959999999999999,0.0,F,0.635,-3.678,major,0.0512,120.037,0.685,rock
20306,44.0,0.00667,0.648,209080.0,0.693,0.0002319999999999,C#,0.0663,-7.071000000000001,major,0.0332,117.035,0.268,country
35306,62.0,0.12,0.5760000000000001,211613.0,0.892,0.0,C,0.131,-4.178,major,0.0392,123.074,0.522,rock
1318,36.0,0.00029,0.535,219760.0,0.845,0.0248,C#,0.0797,-6.249,minor,0.048,119.95296059529068,0.7190000000000001,electronic
6550,18.0,0.0107,0.477,93347.0,0.873,0.000373,C#,0.283,-6.452999999999999,minor,0.0566,89.53200000000001,0.7440000000000001,anime
10263,45.0,0.3939999999999999,0.616,338627.0,0.598,0.0,B,0.102,-5.865,minor,0.455,136.482,0.723,jazz
10324,37.0,0.266,0.606,297800.0,0.933,0.0,F#,0.125,-6.593999999999999,major,0.157,92.002,0.362,jazz
30119,38.0,0.299,0.397,310080.0,0.597,0.000708,G,0.143,-7.312,major,0.0295,119.95296059529068,0.296,blues
47523,52.0,0.201,0.669,-1.0,0.6609999999999999,0.0,E,0.0836,-4.758,minor,0.07,133.02200000000002,0.347,hip-hop
42985,44.0,0.986,0.2339999999999999,380227.0,0.044,0.0891,A,0.187,-25.052,major,0.0422,67.908,0.0357,classical
45980,55.0,0.0535,0.7340000000000001,179789.0,0.5329999999999999,0.0,F,0.094,-7.105,minor,0.528,150.74200000000002,0.2689999999999999,hip-hop
11152,32.0,0.373,0.768,-1.0,0.514,0.897,E,0.0907,-12.371,minor,0.12,90.99,0.428,jazz
29991,55.0,0.0511,0.8290000000000001,325000.0,0.482,0.0,F#,0.0507,-8.568999999999999,minor,0.256,75.2,0.805,rap
48839,63.0,0.0746,0.758,170293.0,0.675,1.32e-06,G,0.1669999999999999,-6.49,minor,0.0845,148.093,0.491,hip-hop
22010,47.0,0.379,0.628,163707.0,0.429,0.0,F#,0.105,-10.96,major,0.0293,119.95296059529068,0.487,country
11111,30.0,0.0578,0.216,393533.0,0.596,0.000816,F,0.105,-12.15,major,0.0504,115.497,0.444,jazz
1167,44.0,0.501,0.614,235424.0,0.604,0.0166,F,0.105,-3.261,minor,0.0896,131.10299999999998,0.428,electronic
31909,38.0,0.000796,0.514,203647.0,0.816,3.4e-06,A,0.451,-5.229,minor,0.0335,123.974,0.53,blues
26376,57.0,0.0837,0.5720000000000001,-1.0,0.7559999999999999,0.0,C#,0.179,-5.26,minor,0.414,134.701,0.175,rap
23789,61.0,0.519,0.741,165827.0,0.615,0.000344,C,0.407,-8.072000000000001,major,0.0358,128.496,0.799,country
9760,33.0,0.0542,0.351,151240.0,0.638,0.812,C,0.161,-8.405,minor,0.0365,119.95296059529068,0.161,anime
16566,45.0,0.135,0.7609999999999999,152493.0,0.772,0.0,C,0.0645,-4.289,major,0.215,145.884,0.599,alternative
27118,55.0,0.059,0.677,234684.0,0.479,0.0,F,0.171,-9.11,major,0.0396,133.99,0.163,rap
36426,55.0,0.0209,0.594,176213.0,0.902,0.3939999999999999,E,0.048,-6.67,major,0.0537,126.315,0.907,rock
66,31.0,0.011,0.5920000000000001,219293.0,0.695,2.36e-06,B,0.336,-7.987999999999999,minor,0.0291,117.858,0.6579999999999999,electronic
7250,13.0,0.0759,0.669,373707.0,0.7,0.823,A#,0.0955,-7.417000000000001,minor,0.0268,96.024,0.68,anime
32506,30.0,0.8059999999999999,0.71,154973.0,0.613,0.000603,G#,0.158,-11.386,major,0.0782,99.237,0.888,blues
23334,53.0,0.662,0.264,218133.0,0.307,0.0,G,0.1009999999999999,-12.36,major,0.0341,172.546,0.153,country
2267,40.0,0.145,0.485,-1.0,0.382,0.525,C#,0.0736,-7.763999999999999,major,0.0663,187.864,0.0954,electronic
10927,32.0,0.428,0.7120000000000001,321733.0,0.5529999999999999,0.0565,B,0.157,-10.262,minor,0.0274,99.921,0.785,jazz
24411,39.0,0.222,0.612,216973.0,0.525,0.0,C#,0.1009999999999999,-5.9510000000000005,major,0.0257,133.95,0.211,country
16455,48.0,0.196,0.7959999999999999,180000.0,0.514,0.00374,C#,0.0236,-8.895,major,0.0446,139.983,0.795,alternative
4861,39.0,0.00359,0.67,215238.0,0.835,0.0521,G#,0.0407,-5.341,major,0.051,119.95296059529068,0.506,electronic
28576,67.0,0.102,0.805,217147.0,0.8240000000000001,0.0,C#,0.198,-5.843999999999999,major,0.0534,119.95296059529068,0.649,rap
11945,44.0,0.88,0.446,251240.0,0.252,7.08e-06,F,0.133,-10.83,major,0.0367,130.554,0.132,jazz
2953,42.0,0.000785,0.6809999999999999,215200.0,0.905,0.00326,C#,0.91,-4.162,major,0.292,75.006,0.493,electronic
33963,26.0,0.416,0.835,149213.0,0.759,0.0059,G,0.0674,-7.2010000000000005,major,0.0515,91.626,0.778,blues
47301,57.0,0.0507,0.897,145987.0,0.293,3.91e-05,C#,0.1,-8.771,major,0.171,145.029,0.204,hip-hop
14980,57.0,0.364,0.4589999999999999,407373.0,0.583,0.134,F,0.128,-7.181,minor,0.0294,98.405,0.583,jazz
15898,58.0,0.216,0.517,-1.0,0.481,0.00146,C,0.0881,-7.725,major,0.0962,138.12,0.3389999999999999,alternative
42970,0.0,0.938,0.446,140827.0,0.131,0.0,G,0.478,-27.06,minor,0.139,123.672,0.223,classical
40616,40.0,0.95,0.353,165773.0,0.0761,0.46,D,0.0519,-19.874,major,0.0338,88.87899999999999,0.306,classical
10930,30.0,0.447,0.754,243160.0,0.531,0.171,D,0.0887,-6.2170000000000005,major,0.045,100.968,0.507,jazz
37416,52.0,0.157,0.632,263133.0,0.7809999999999999,0.00601,F#,0.251,-11.4,minor,0.0391,119.95296059529068,0.843,rock
3598,37.0,0.156,0.475,311724.0,0.7509999999999999,0.487,G,0.0941,-5.979,minor,0.033,86.962,0.1159999999999999,electronic
4138,27.0,0.18,0.77,322727.0,0.78,0.147,F#,0.267,-9.257,major,0.0647,120.01,0.477,electronic
36468,62.0,0.823,0.605,163627.0,0.544,0.00579,D,0.3379999999999999,-11.37,major,0.0682,115.779,0.797,rock
42485,48.0,0.986,0.172,-1.0,0.157,0.917,G#,0.12,-20.637,minor,0.0412,66.95100000000001,0.207,classical
6636,18.0,0.695,0.5589999999999999,382413.0,0.659,0.0202,A,0.2239999999999999,-7.984,minor,0.0489,193.956,0.597,anime
8542,13.0,0.995,0.659,126315.0,0.0343,0.921,G,0.0861,-35.711,major,0.0694,129.97,0.596,anime
49290,70.0,0.076,0.899,234320.0,0.626,0.0,F#,0.0631,-4.228,minor,0.292,88.007,0.873,hip-hop
30372,36.0,0.19,0.8140000000000001,179587.0,0.539,1.05e-05,F#,0.065,-10.184,minor,0.0443,107.893,0.949,blues
30081,34.0,0.515,0.7929999999999999,168280.0,0.231,0.00878,G,0.0822,-12.817,major,0.0405,119.95296059529068,0.366,blues
21503,39.0,0.267,0.6409999999999999,222720.0,0.3329999999999999,4.05e-06,C,0.0942,-10.447,major,0.0285,128.007,0.204,country
34768,34.0,0.41,0.636,148813.0,0.379,0.0,D,0.115,-5.863,minor,0.0244,99.305,0.8,blues
26021,77.0,0.379,0.727,212467.0,0.774,2.47e-06,A#,0.114,-5.246,minor,0.0588,99.932,0.211,rap
39988,60.0,0.00114,0.414,243787.0,0.8370000000000001,0.0069299999999999,C#,0.0855,-4.043,major,0.0407,121.749,0.1989999999999999,rock
18863,44.0,0.0146,0.485,-1.0,0.758,0.0171,A,0.315,-4.901,minor,0.034,113.966,0.487,alternative
12021,43.0,0.935,0.631,230867.0,0.38,0.187,A,0.12,-12.522,minor,0.035,135.836,0.736,jazz
39244,72.0,0.00045,0.603,229933.0,0.8859999999999999,0.0,F,0.26,-3.777,minor,0.0837,126.025,0.395,rock
8590,24.0,0.000596,0.581,215120.0,0.8220000000000001,0.0,E,0.0505,-4.665,minor,0.105,79.972,0.52,anime
26356,63.0,0.00525,0.8270000000000001,160644.0,0.8190000000000001,0.0,D#,0.184,-4.302,minor,0.148,145.016,0.325,rap
18643,43.0,0.11,0.698,186640.0,0.524,0.0408,C,0.108,-7.372000000000001,major,0.0352,102.398,0.612,alternative
29274,50.0,0.0816,0.679,279600.0,0.581,0.0,A,0.123,-6.904,major,0.111,144.082,0.484,rap
44123,0.0,0.973,0.445,160613.0,0.287,0.36,A,0.364,-12.352,minor,0.0297,138.496,0.317,classical
13025,52.0,0.946,0.547,261507.0,0.139,2.93e-06,G#,0.145,-12.539,major,0.0289,92.994,0.34,jazz
35094,49.0,0.0901,0.585,226267.0,0.807,0.0,G#,0.27,-6.308,major,0.039,160.253,0.8140000000000001,rock
33772,67.0,0.000172,0.474,237507.0,0.4479999999999999,0.000159,B,0.204,-14.95,minor,0.0424,118.33,0.7859999999999999,blues
40272,37.0,0.755,0.0642,355573.0,0.0104,0.969,C,0.2189999999999999,-31.363000000000003,major,0.0381,68.345,0.0373,classical
40348,39.0,0.972,0.178,213250.0,0.0798,0.0865,G,0.145,-16.27,major,0.0434,77.657,0.135,classical
4310,36.0,0.0336,0.596,432893.0,0.95,0.858,F#,0.138,-12.759,major,0.0462,134.982,0.434,electronic
12007,48.0,0.0409999999999999,0.802,281920.0,0.5920000000000001,0.0,G,0.242,-9.653,major,0.0661,110.733,0.8859999999999999,jazz
9379,21.0,0.0481,0.479,243500.0,0.94,0.0,G,0.1369999999999999,-2.41,major,0.1159999999999999,154.916,0.522,anime
20457,66.0,0.1169999999999999,0.5429999999999999,186080.0,0.8370000000000001,0.0,B,0.0872,-6.448,major,0.0608,168.05599999999998,0.506,country
45544,63.0,0.0101,0.866,279320.0,0.6859999999999999,0.0,D,0.0895,-7.52,major,0.285,82.499,0.504,hip-hop
45246,50.0,0.102,0.696,185080.0,0.696,6.14e-05,G#,0.107,-7.864,minor,0.257,91.04,0.4429999999999999,hip-hop
17061,42.0,0.7609999999999999,0.5760000000000001,166892.0,0.6559999999999999,7.6e-06,F,0.87,-9.127,major,0.371,139.893,0.525,alternative
5750,27.0,0.0533,0.152,302333.0,0.636,0.755,D,0.0695,-9.353,minor,0.0697,78.49600000000001,0.132,anime
41454,48.0,0.994,0.299,267533.0,0.0319,0.928,D,0.105,-30.624,major,0.0603,105.922,0.0975,classical
9268,31.0,0.00525,0.375,280507.0,0.848,0.0,D,0.271,-3.059,major,0.0615,160.219,0.486,anime
44253,38.0,0.902,0.428,182347.0,0.306,0.6859999999999999,A,0.282,-14.662,major,0.0382,119.95296059529068,0.588,classical
39370,56.0,0.0016,0.256,310347.0,0.84,0.0,F,0.0968,-6.916,minor,0.0606,112.977,0.178,rock
6195,13.0,0.8320000000000001,0.213,137720.0,0.2769999999999999,0.442,C,0.0982,-10.917,major,0.0348,139.928,0.0751,anime
7353,37.0,0.00234,0.584,224373.0,0.855,0.0,C#,0.262,-6.605,major,0.0368,93.045,0.589,anime
26051,53.0,0.8290000000000001,0.784,278500.0,0.3779999999999999,0.000805,D#,0.111,-8.931000000000001,minor,0.326,76.501,0.588,rap
4145,26.0,0.0219,0.764,252000.0,0.918,0.0003819999999999,B,0.309,-4.119,major,0.174,140.041,0.139,electronic
9952,33.0,0.000112,0.7240000000000001,206546.0,0.72,0.0683,G#,0.12,-5.905,major,0.0363,122.057,0.8440000000000001,anime
17876,57.0,0.00161,0.4639999999999999,230027.0,0.963,0.0,C,0.196,-3.568,minor,0.0484,160.071,0.528,alternative
